State,County,Vegetable acres harvested for fresh market (% change) 2007 - 12 (PCH_FRESHVEG_ACRES_07_12),Units,FIPS,FID
Louisiana,St. Landry,-66.3129973474801,% change,22097.0,1471
Louisiana,St. Martin,61.53846153846154,% change,22099.0,1473
Louisiana,St. Mary,0,% change,22101.0,1474
Louisiana,St. Tammany,17.142857142857142,% change,22103.0,1475
Louisiana,Tangipahoa,5.223880597014925,% change,22105.0,1476
Louisiana,Tensas,0,% change,22107.0,1479
Louisiana,Terrebonne,0,% change,22109.0,1501
Louisiana,Union,0,% change,22111.0,1507
Louisiana,Vermilion,0,% change,22113.0,1510
Louisiana,Vernon,0,% change,22115.0,1513
Louisiana,Washington,-69.02439024390243,% change,22117.0,1516
Louisiana,Webster,0,% change,22119.0,1518
Louisiana,West Baton Rouge,0,% change,22121.0,1520
Louisiana,West Carroll,-87.29986431478969,% change,22123.0,1522
Louisiana,West Feliciana,-33.33333333333333,% change,22125.0,1524
Louisiana,Winn,0,% change,22127.0,1529
Maine,Androscoggin,7.92507204610951,% change,23001.0,1532
Maine,Aroostook,0.9223215851306329,% change,23003.0,1535
Maine,Cumberland,0,% change,23005.0,1608
Maine,Franklin,0,% change,23007.0,1619
Maine,Hancock,-15.0,% change,23009.0,1748
Maine,Kennebec,0,% change,23011.0,1755
Maine,Knox,0,% change,23013.0,1774
Maine,Lincoln,-56.7032967032967,% change,23015.0,1835
Maine,Oxford,0,% change,23017.0,1842
Maine,Penobscot,0,% change,23019.0,1846
Maine,Piscataquis,0,% change,23021.0,1851
Maine,Sagadahoc,0,% change,23023.0,1855
Maine,Somerset,82.26950354609929,% change,23025.0,1860
Maine,Waldo,176.74418604651163,% change,23027.0,1865
Maine,Washington,98.07692307692307,% change,23029.0,1884
Maine,York,21.024258760107816,% change,23031.0,1901
Maryland,Allegany,0,% change,24001.0,1905
Maryland,Anne Arundel,0,% change,24003.0,1925
Maryland,Baltimore County,0,% change,24005.0,1939
Maryland,Calvert,-35.0,% change,24009.0,1946
Maryland,Caroline,75.1219512195122,% change,24011.0,1949
Maryland,Carroll,-18.312101910828023,% change,24013.0,1955
Maryland,Cecil,48.333333333333336,% change,24015.0,1963
Maryland,Charles,-15.18987341772152,% change,24017.0,1294
Maryland,Dorchester,35.568274734260015,% change,24019.0,1346
Maryland,Frederick,-30.418250950570343,% change,24021.0,1357
Maryland,Garrett,0,% change,24023.0,1361
Maryland,Harford,0,% change,24025.0,1372
Maryland,Howard,0,% change,24027.0,1379
Maryland,Kent,0,% change,24029.0,1394
Maryland,Montgomery,0,% change,24031.0,1398
Maryland,Prince George's,-4.241071428571429,% change,24033.0,1403
Maryland,Queen Anne's,-19.01975128017557,% change,24035.0,1413
Maryland,St. Mary's,0,% change,24037.0,1421
Maryland,Somerset,0,% change,24039.0,1430
Maryland,Talbot,-1.7985611510791366,% change,24041.0,1438
Maryland,Washington,0,% change,24043.0,1445
Maryland,Wicomico,0,% change,24045.0,1446
Maryland,Worcester,0,% change,24047.0,1456
Maryland,Baltimore City,0,% change,24510.0,1460
Massachusetts,Barnstable,0,% change,25001.0,1478
Massachusetts,Berkshire,0,% change,25003.0,1480
Massachusetts,Bristol,-6.069534472598703,% change,25005.0,1486
Massachusetts,Dukes,0,% change,25007.0,1491
Massachusetts,Essex,-22.00374531835206,% change,25009.0,1519
Massachusetts,Franklin,59.17636526410027,% change,25011.0,1523
Massachusetts,Hampden,0,% change,25013.0,1526
Massachusetts,Hampshire,21.367735470941884,% change,25015.0,1527
Massachusetts,Middlesex,3.3444816053511706,% change,25017.0,1533
Massachusetts,Nantucket,0,% change,25019.0,1537
Massachusetts,Norfolk,0,% change,25021.0,1543
Massachusetts,Plymouth,10.822510822510822,% change,25023.0,1569
Massachusetts,Suffolk,0,% change,25025.0,1585
Massachusetts,Worcester,0,% change,25027.0,1599
Michigan,Alcona,433.3333333333333,% change,26001.0,1603
Michigan,Alger,78.57142857142857,% change,26003.0,1609
Michigan,Allegan,36.88583815028902,% change,26005.0,1611
Michigan,Alpena,-52.94117647058824,% change,26007.0,1614
Michigan,Antrim,0,% change,26009.0,1617
Michigan,Arenac,0,% change,26011.0,1621
Michigan,Baraga,0,% change,26013.0,1624
Michigan,Barry,0,% change,26015.0,1627
Michigan,Bay,-51.595576619273295,% change,26017.0,1631
Michigan,Benzie,0,% change,26019.0,1634
Michigan,Berrien,-10.24922990758891,% change,26021.0,1635
Michigan,Branch,188.1226053639847,% change,26023.0,1640
Michigan,Calhoun,0,% change,26025.0,1641
Michigan,Cass,-22.041763341067284,% change,26027.0,1644
Michigan,Charlevoix,50.92592592592593,% change,26029.0,1648
Michigan,Cheboygan,0,% change,26031.0,1649
Michigan,Chippewa,0,% change,26033.0,1660
Michigan,Clare,103.03030303030303,% change,26035.0,1665
Michigan,Clinton,0,% change,26037.0,1669
Michigan,Crawford,0,% change,26039.0,1672
Michigan,Delta,0,% change,26041.0,1675
Michigan,Dickinson,0,% change,26043.0,1677
Michigan,Eaton,0,% change,26045.0,1678
Michigan,Emmet,30.113636363636363,% change,26047.0,1686
Michigan,Genesee,0,% change,26049.0,1688
Michigan,Gladwin,0,% change,26051.0,1691
Michigan,Gogebic,0,% change,26053.0,1693
Michigan,Grand Traverse,0,% change,26055.0,1697
Michigan,Gratiot,16.528925619834713,% change,26057.0,1700
Michigan,Hillsdale,0,% change,26059.0,1701
Michigan,Houghton,0,% change,26061.0,1705
Michigan,Huron,0,% change,26063.0,1708
Michigan,Ingham,0,% change,26065.0,1710
Michigan,Ionia,-4.262877442273535,% change,26067.0,1713
Michigan,Iosco,0,% change,26069.0,1715
Michigan,Iron,0,% change,26071.0,1716
Michigan,Isabella,0,% change,26073.0,1717
Michigan,Jackson,0,% change,26075.0,1719
Michigan,Kalamazoo,14.41048034934498,% change,26077.0,1720
Michigan,Kalkaska,0,% change,26079.0,1722
Michigan,Kent,-13.141932875050546,% change,26081.0,1726
Michigan,Keweenaw,0,% change,26083.0,1743
Michigan,Lake,0,% change,26085.0,1749
Michigan,Lapeer,0,% change,26087.0,1752
Michigan,Leelanau,0,% change,26089.0,1765
Michigan,Lenawee,7.196029776674938,% change,26091.0,1768
Michigan,Livingston,0,% change,26093.0,1770
Michigan,Luce,0,% change,26095.0,1773
Michigan,Mackinac,0,% change,26097.0,1779
Michigan,Macomb,0,% change,26099.0,1785
Michigan,Manistee,-58.490566037735846,% change,26101.0,1787
Michigan,Marquette,0,% change,26103.0,1793
Michigan,Mason,-55.92705167173252,% change,26105.0,1797
Michigan,Mecosta,0,% change,26107.0,1800
Michigan,Menominee,0,% change,26109.0,1802
Michigan,Midland,1.5873015873015872,% change,26111.0,1806
Michigan,Missaukee,0,% change,26113.0,1810
Michigan,Monroe,-16.92236169223617,% change,26115.0,1812
Michigan,Montcalm,-55.356037151702786,% change,26117.0,1815
Michigan,Montmorency,0,% change,26119.0,1816
Michigan,Muskegon,0,% change,26121.0,1818
Michigan,Newaygo,-29.854014598540147,% change,26123.0,1820
Michigan,Oakland,0,% change,26125.0,1824
Michigan,Oceana,39.5222129086337,% change,26127.0,1825
Michigan,Ogemaw,0,% change,26129.0,1827
Michigan,Ontonagon,0,% change,26131.0,1829
Michigan,Osceola,0,% change,26133.0,1830
Michigan,Oscoda,0,% change,26135.0,1832
Michigan,Otsego,0,% change,26137.0,1834
Michigan,Ottawa,-13.274565724656467,% change,26139.0,1837
Michigan,Presque Isle,0,% change,26141.0,1840
Michigan,Roscommon,0,% change,26143.0,1843
Michigan,Saginaw,80.22284122562674,% change,26145.0,1845
Michigan,St. Clair,0,% change,26147.0,1854
Michigan,St. Joseph,266.66666666666663,% change,26149.0,1857
Michigan,Sanilac,0,% change,26151.0,1858
Michigan,Schoolcraft,50.0,% change,26153.0,1861
Michigan,Shiawassee,0,% change,26155.0,1863
Michigan,Tuscola,34.06940063091483,% change,26157.0,1866
Michigan,Van Buren,0,% change,26159.0,1867
Michigan,Washtenaw,0,% change,26161.0,1869
Michigan,Wayne,0,% change,26163.0,1871
Michigan,Wexford,0,% change,26165.0,1873
Minnesota,Aitkin,0,% change,27001.0,1875
Minnesota,Anoka,0,% change,27003.0,1877
Minnesota,Becker,-11.76470588235294,% change,27005.0,1878
Minnesota,Beltrami,4.761904761904762,% change,27007.0,1880
Minnesota,Benton,0,% change,27009.0,1881
Minnesota,Big Stone,0,% change,27011.0,1882
Minnesota,Blue Earth,48.34123222748815,% change,27013.0,1886
Minnesota,Brown,-78.79581151832461,% change,27015.0,1892
Minnesota,Carlton,0,% change,27017.0,1893
Minnesota,Carver,0,% change,27019.0,1894
Minnesota,Cass,0,% change,27021.0,1895
Minnesota,Chippewa,0,% change,27023.0,1896
Minnesota,Chisago,0,% change,27025.0,1897
Minnesota,Clay,0,% change,27027.0,1898
Minnesota,Clearwater,0,% change,27029.0,1899
Minnesota,Cook,0,% change,27031.0,1900
Minnesota,Cottonwood,16.666666666666664,% change,27033.0,1902
Minnesota,Crow Wing,4.878048780487805,% change,27035.0,1903
Minnesota,Dakota,14.613003095975232,% change,27037.0,1904
Minnesota,Dodge,-81.25,% change,27039.0,1906
Minnesota,Douglas,0,% change,27041.0,1907
Minnesota,Faribault,-63.28125,% change,27043.0,1908
Minnesota,Fillmore,19.298245614035086,% change,27045.0,1909
Minnesota,Freeborn,0,% change,27047.0,1910
Minnesota,Goodhue,-83.48082595870207,% change,27049.0,1911
Minnesota,Grant,0,% change,27051.0,1912
Minnesota,Hennepin,0,% change,27053.0,1913
Minnesota,Houston,-65.71428571428571,% change,27055.0,1914
Minnesota,Hubbard,0,% change,27057.0,1915
Minnesota,Isanti,0,% change,27059.0,1916
Minnesota,Itasca,0,% change,27061.0,1917
Minnesota,Jackson,-34.61538461538461,% change,27063.0,1918
Minnesota,Kanabec,0,% change,27065.0,1919
Minnesota,Kandiyohi,-13.849287169042771,% change,27067.0,1920
Minnesota,Kittson,0,% change,27069.0,1921
Minnesota,Koochiching,22.22222222222222,% change,27071.0,1922
Minnesota,Lac qui Parle,0,% change,27073.0,1923
Minnesota,Lake,0,% change,27075.0,1926
Minnesota,Lake of the Woods,20.930232558139537,% change,27077.0,1927
Minnesota,Le Sueur,-13.100436681222707,% change,27079.0,1929
Minnesota,Lincoln,0,% change,27081.0,1931
Minnesota,Lyon,0,% change,27083.0,1932
Minnesota,McLeod,45.348837209302324,% change,27085.0,1934
Minnesota,Mahnomen,0,% change,27087.0,1936
Minnesota,Marshall,0,% change,27089.0,1937
Minnesota,Martin,0,% change,27091.0,1940
Minnesota,Meeker,-64.62585034013605,% change,27093.0,1941
Minnesota,Mille Lacs,0,% change,27095.0,1943
Minnesota,Morrison,0,% change,27097.0,1944
Minnesota,Mower,-84.9624060150376,% change,27099.0,1945
Minnesota,Murray,0,% change,27101.0,1947
Minnesota,Nicollet,-20.0,% change,27103.0,1948
Minnesota,Nobles,0,% change,27105.0,1950
Minnesota,Norman,28.735632183908045,% change,27107.0,1951
Minnesota,Olmsted,-50.48543689320388,% change,27109.0,1953
Minnesota,Otter Tail,0,% change,27111.0,1954
Minnesota,Pennington,0,% change,27113.0,1956
Minnesota,Pine,97.22222222222221,% change,27115.0,1957
Minnesota,Pipestone,0,% change,27117.0,1958
Minnesota,Polk,8.98402170636117,% change,27119.0,1959
Minnesota,Pope,0,% change,27121.0,1961
Minnesota,Ramsey,0,% change,27123.0,1964
Minnesota,Red Lake,0,% change,27125.0,1966
Minnesota,Redwood,-97.3568281938326,% change,27127.0,1969
Minnesota,Renville,-66.57400972897845,% change,27129.0,1971
Minnesota,Rice,66.11570247933885,% change,27131.0,1973
Minnesota,Rock,0,% change,27133.0,1974
Minnesota,Roseau,0,% change,27135.0,1976
Minnesota,St. Louis,18.478260869565215,% change,27137.0,1978
Minnesota,Scott,0,% change,27139.0,1979
Minnesota,Sherburne,-19.127849355797817,% change,27141.0,1980
Minnesota,Sibley,-28.000000000000004,% change,27143.0,1982
Minnesota,Stearns,-3.089430894308943,% change,27145.0,1984
Minnesota,Steele,0,% change,27147.0,1985
Minnesota,Stevens,0,% change,27149.0,1987
Minnesota,Swift,0,% change,27151.0,1988
Minnesota,Todd,0,% change,27153.0,1989
Minnesota,Traverse,0,% change,27155.0,1990
Minnesota,Wabasha,51.862464183381086,% change,27157.0,1991
Minnesota,Wadena,0,% change,27159.0,1992
Minnesota,Waseca,-94.04255319148936,% change,27161.0,1993
Minnesota,Washington,-31.333333333333336,% change,27163.0,1994
Minnesota,Watonwan,0,% change,27165.0,1996
Minnesota,Wilkin,0,% change,27167.0,1997
Minnesota,Winona,-21.1864406779661,% change,27169.0,1998
Minnesota,Wright,0,% change,27171.0,1999
Minnesota,Yellow Medicine,0,% change,27173.0,1531
Mississippi,Adams,0,% change,28001.0,1534
Mississippi,Alcorn,0,% change,28003.0,1538
Mississippi,Amite,-57.407407407407405,% change,28005.0,1539
Mississippi,Attala,0,% change,28007.0,1541
Mississippi,Benton,0,% change,28009.0,1544
Mississippi,Bolivar,0,% change,28011.0,1547
Mississippi,Calhoun,-9.28224944503823,% change,28013.0,1548
Mississippi,Carroll,0,% change,28015.0,1549
Mississippi,Chickasaw,39.87370320252593,% change,28017.0,1550
Mississippi,Choctaw,0,% change,28019.0,1552
Mississippi,Claiborne,0,% change,28021.0,1555
Mississippi,Clarke,-75.75757575757575,% change,28023.0,1557
Mississippi,Clay,-75.40983606557377,% change,28025.0,1559
Mississippi,Coahoma,0,% change,28027.0,1562
Mississippi,Copiah,0,% change,28029.0,1564
Mississippi,Covington,-62.40601503759399,% change,28031.0,1567
Mississippi,DeSoto,0,% change,28033.0,1571
Mississippi,Forrest,0,% change,28035.0,1572
Mississippi,Franklin,0,% change,28037.0,1575
Mississippi,George,0,% change,28039.0,1577
Mississippi,Greene,0,% change,28041.0,1579
Mississippi,Grenada,0,% change,28043.0,1581
Mississippi,Hancock,0,% change,28045.0,1583
Mississippi,Harrison,0,% change,28047.0,1587
Mississippi,Hinds,241.66666666666666,% change,28049.0,1591
Mississippi,Holmes,0,% change,28051.0,1593
Mississippi,Humphreys,0,% change,28053.0,1596
Mississippi,Issaquena,0,% change,28055.0,1598
Mississippi,Itawamba,0,% change,28057.0,1601
Mississippi,Jackson,0,% change,28059.0,1605
Mississippi,Jasper,0,% change,28061.0,1607
Mississippi,Jefferson,0,% change,28063.0,1610
Mississippi,Jefferson Davis,-34.32835820895522,% change,28065.0,1612
Mississippi,Jones,-27.70700636942675,% change,28067.0,1615
Mississippi,Kemper,0,% change,28069.0,1616
Mississippi,Lafayette,227.8481012658228,% change,28071.0,1620
Mississippi,Lamar,1.36986301369863,% change,28073.0,1623
Mississippi,Lauderdale,-9.411764705882353,% change,28075.0,1628
Mississippi,Lawrence,0,% change,28077.0,1632
Mississippi,Leake,0,% change,28079.0,1636
Mississippi,Lee,0,% change,28081.0,1638
Mississippi,Leflore,0,% change,28083.0,1643
Mississippi,Lincoln,1000.0,% change,28085.0,1645
Mississippi,Lowndes,0,% change,28087.0,1647
Mississippi,Madison,-60.0,% change,28089.0,1651
Mississippi,Marion,0,% change,28091.0,1653
Mississippi,Marshall,0,% change,28093.0,1655
Mississippi,Monroe,0,% change,28095.0,1656
Mississippi,Montgomery,0,% change,28097.0,1658
Mississippi,Neshoba,0,% change,28099.0,1661
Mississippi,Newton,0,% change,28101.0,1663
Mississippi,Noxubee,0,% change,28103.0,1666
Mississippi,Oktibbeha,-47.540983606557376,% change,28105.0,1668
Mississippi,Panola,16.43835616438356,% change,28107.0,1671
Mississippi,Pearl River,-35.0,% change,28109.0,1676
Mississippi,Perry,-6.521739130434782,% change,28111.0,1679
Mississippi,Pike,0.0,% change,28113.0,1680
Mississippi,Pontotoc,0,% change,28115.0,1682
Mississippi,Prentiss,0,% change,28117.0,1684
Mississippi,Quitman,420.0,% change,28119.0,1685
Mississippi,Rankin,0,% change,28121.0,1690
Mississippi,Scott,0,% change,28123.0,1692
Mississippi,Sharkey,0,% change,28125.0,1695
Mississippi,Simpson,-7.6923076923076925,% change,28127.0,1698
Mississippi,Smith,0,% change,28129.0,1709
Mississippi,Stone,0,% change,28131.0,1712
Mississippi,Sunflower,0,% change,28133.0,1721
Mississippi,Tallahatchie,0,% change,28135.0,1725
Mississippi,Tate,0,% change,28137.0,1727
Mississippi,Tippah,-15.254237288135593,% change,28139.0,1730
Mississippi,Tishomingo,0,% change,28141.0,1732
Mississippi,Tunica,0,% change,28143.0,1735
Mississippi,Union,107.6923076923077,% change,28145.0,1737
Mississippi,Walthall,-27.27272727272727,% change,28147.0,1740
Mississippi,Warren,-77.77777777777779,% change,28149.0,1746
Mississippi,Washington,0,% change,28151.0,1750
Mississippi,Wayne,-9.45945945945946,% change,28153.0,1753
Mississippi,Webster,0,% change,28155.0,1756
Mississippi,Wilkinson,0,% change,28157.0,1757
Mississippi,Winston,0.0,% change,28159.0,1758
Mississippi,Yalobusha,0,% change,28161.0,1759
Mississippi,Yazoo,0,% change,28163.0,1760
Missouri,Adair,0,% change,29001.0,1761
Missouri,Andrew,0,% change,29003.0,1762
Missouri,Atchison,0,% change,29005.0,1763
Missouri,Audrain,0,% change,29007.0,1766
Missouri,Barry,0,% change,29009.0,1767
Missouri,Barton,73.5632183908046,% change,29011.0,1771
Missouri,Bates,-7.954545454545454,% change,29013.0,1776
Missouri,Benton,0,% change,29015.0,1778
Missouri,Bollinger,0,% change,29017.0,1781
Missouri,Boone,-18.6046511627907,% change,29019.0,1783
Missouri,Buchanan,0,% change,29021.0,1789
Missouri,Butler,0,% change,29023.0,1792
Missouri,Caldwell,0,% change,29025.0,1795
Missouri,Callaway,0,% change,29027.0,1799
Missouri,Camden,0,% change,29029.0,1803
Missouri,Cape Girardeau,-88.57142857142857,% change,29031.0,1808
Missouri,Carroll,-71.05263157894737,% change,29033.0,1822
Missouri,Carter,250.0,% change,29035.0,1001
Missouri,Cass,0,% change,29037.0,1004
Missouri,Cedar,0,% change,29039.0,1007
Missouri,Chariton,0,% change,29041.0,1011
Missouri,Christian,-73.07692307692307,% change,29043.0,1014
Missouri,Clark,0,% change,29045.0,1015
Missouri,Clay,0,% change,29047.0,1018
Missouri,Clinton,0,% change,29049.0,1021
Missouri,Cole,0,% change,29051.0,1022
Missouri,Cooper,0,% change,29053.0,1025
Missouri,Crawford,200.0,% change,29055.0,1028
Missouri,Dade,160.0,% change,29057.0,1030
Missouri,Dallas,0,% change,29059.0,1032
Missouri,Daviess,0,% change,29061.0,1036
Missouri,DeKalb,0,% change,29063.0,1038
Missouri,Dent,-3.7037037037037033,% change,29065.0,1040
Missouri,Douglas,0,% change,29067.0,1043
Missouri,Dunklin,0,% change,29069.0,1045
Missouri,Franklin,0,% change,29071.0,1047
Missouri,Gasconade,200.0,% change,29073.0,1049
Missouri,Gentry,-13.636363636363635,% change,29075.0,1052
Missouri,Greene,-61.40350877192983,% change,29077.0,1054
Missouri,Grundy,0,% change,29079.0,1057
Missouri,Harrison,0,% change,29081.0,1058
Missouri,Henry,14.634146341463413,% change,29083.0,1061
Missouri,Hickory,0,% change,29085.0,1063
Missouri,Holt,0,% change,29087.0,1065
Missouri,Howard,0,% change,29089.0,1068
Missouri,Howell,0,% change,29091.0,1070
Missouri,Iron,0,% change,29093.0,1072
Missouri,Jackson,0,% change,29095.0,1074
Missouri,Jasper,0,% change,29097.0,1078
Missouri,Jefferson,0,% change,29099.0,1082
Missouri,Johnson,0,% change,29101.0,1087
Missouri,Knox,0,% change,29103.0,1091
Missouri,Laclede,0,% change,29105.0,1096
Missouri,Lafayette,-90.44585987261146,% change,29107.0,1099
Missouri,Lawrence,0,% change,29109.0,1101
Missouri,Lewis,0,% change,29111.0,1104
Missouri,Lincoln,0,% change,29113.0,1106
Missouri,Linn,-73.07692307692307,% change,29115.0,1109
Missouri,Livingston,0,% change,29117.0,1112
Missouri,McDonald,-16.94915254237288,% change,29119.0,1113
Missouri,Macon,0,% change,29121.0,1116
Missouri,Madison,0,% change,29123.0,1117
Missouri,Maries,34.78260869565217,% change,29125.0,1120
Missouri,Marion,0,% change,29127.0,1122
Missouri,Mercer,0,% change,29129.0,1125
Missouri,Miller,0,% change,29131.0,1128
Missouri,Mississippi,0,% change,29133.0,1131
Missouri,Moniteau,0,% change,29135.0,1135
Missouri,Monroe,0,% change,29137.0,1139
Missouri,Montgomery,0.0,% change,29139.0,1142
Missouri,Morgan,-32.47863247863248,% change,29141.0,1146
Missouri,New Madrid,0,% change,29143.0,1149
Missouri,Newton,0,% change,29145.0,1152
Missouri,Nodaway,0,% change,29147.0,1156
Missouri,Oregon,0,% change,29149.0,1158
Missouri,Osage,0,% change,29151.0,1164
Missouri,Ozark,0,% change,29153.0,1168
Missouri,Pemiscot,0,% change,29155.0,1170
Missouri,Perry,-21.62162162162162,% change,29157.0,1172
Missouri,Pettis,0,% change,29159.0,1174
Missouri,Phelps,-100.0,% change,29161.0,1176
Missouri,Pike,0,% change,29163.0,1179
Missouri,Platte,0,% change,29165.0,1181
Missouri,Polk,0,% change,29167.0,1183
Missouri,Pulaski,158.33333333333331,% change,29169.0,1185
Missouri,Putnam,0,% change,29171.0,1188
Missouri,Ralls,0,% change,29173.0,1191
Missouri,Randolph,16.666666666666664,% change,29175.0,1194
Missouri,Ray,660.0,% change,29177.0,1197
Missouri,Reynolds,0,% change,29179.0,1200
Missouri,Ripley,0,% change,29181.0,1203
Missouri,St. Charles,0,% change,29183.0,1205
Missouri,St. Clair,42.5,% change,29185.0,1208
Missouri,Ste. Genevieve,0,% change,29186.0,1209
Missouri,St. Francois,0,% change,29187.0,1212
Missouri,St. Louis County,0,% change,29189.0,1216
Missouri,Saline,254.54545454545453,% change,29195.0,1218
Missouri,Schuyler,0,% change,29197.0,1221
Missouri,Scotland,57.14285714285714,% change,29199.0,1224
Missouri,Scott,0,% change,29201.0,1227
Missouri,Shannon,0,% change,29203.0,1229
Missouri,Shelby,0,% change,29205.0,1232
Missouri,Stoddard,0,% change,29207.0,1236
Missouri,Stone,0,% change,29209.0,1237
Missouri,Sullivan,-72.72727272727273,% change,29211.0,1240
Missouri,Taney,-33.33333333333333,% change,29213.0,1242
Missouri,Texas,0,% change,29215.0,1245
Missouri,Vernon,0,% change,29217.0,1248
Missouri,Warren,-10.552763819095476,% change,29219.0,1251
Missouri,Washington,0,% change,29221.0,1253
Missouri,Wayne,0,% change,29223.0,1256
Missouri,Webster,-8.88888888888889,% change,29225.0,1258
Missouri,Worth,0,% change,29227.0,1261
Missouri,Wright,16.666666666666664,% change,29229.0,1263
Missouri,St. Louis City,0,% change,29510.0,1266
Montana,Beaverhead,-26.008230452674898,% change,30001.0,1269
Montana,Big Horn,0,% change,30003.0,1274
Montana,Blaine,-75.75757575757575,% change,30005.0,1124
Montana,Broadwater,0,% change,30007.0,1132
Montana,Carbon,0,% change,30009.0,1137
Montana,Carter,0,% change,30011.0,1141
Montana,Cascade,0,% change,30013.0,1144
Montana,Chouteau,0,% change,30015.0,1150
Montana,Custer,0,% change,30017.0,1153
Montana,Daniels,0,% change,30019.0,1157
Montana,Dawson,0,% change,30021.0,1160
Montana,Deer Lodge,0,% change,30023.0,1163
Montana,Fallon,-100.0,% change,30025.0,1165
Montana,Fergus,0,% change,30027.0,1169
Montana,Flathead,-3.3670033670033668,% change,30029.0,1173
Montana,Gallatin,-23.680799851879282,% change,30031.0,1177
Montana,Garfield,0,% change,30033.0,1182
Montana,Glacier,0,% change,30035.0,1186
Montana,Golden Valley,0,% change,30037.0,1189
Montana,Granite,0,% change,30039.0,1192
Montana,Hill,0,% change,30041.0,1195
Montana,Jefferson,0,% change,30043.0,1199
Montana,Judith Basin,0,% change,30045.0,1202
Montana,Lake,-42.655014565126926,% change,30047.0,1207
Montana,Lewis and Clark,0,% change,30049.0,1211
Montana,Liberty,4.3478260869565215,% change,30051.0,1214
Montana,Lincoln,0,% change,30053.0,1219
Montana,McCone,0,% change,30055.0,1223
Montana,Madison,17.385943279901355,% change,30057.0,1226
Montana,Meagher,0,% change,30059.0,1231
Montana,Mineral,0,% change,30061.0,1234
Montana,Missoula,0.0,% change,30063.0,1239
Montana,Musselshell,0,% change,30065.0,1241
Montana,Park,25.0,% change,30067.0,1244
Montana,Petroleum,0,% change,30069.0,1247
Montana,Phillips,0,% change,30071.0,1250
Montana,Pondera,0,% change,30073.0,1254
Montana,Powder River,0,% change,30075.0,1259
Montana,Powell,0,% change,30077.0,1262
Montana,Prairie,0,% change,30079.0,1264
Montana,Ravalli,13.043478260869565,% change,30081.0,1268
Montana,Richland,0,% change,30083.0,1271
Montana,Roosevelt,0,% change,30085.0,1275
Montana,Rosebud,0,% change,30087.0,1277
Montana,Sanders,-3.225806451612903,% change,30089.0,1278
Montana,Sheridan,0,% change,30091.0,1281
Montana,Silver Bow,0,% change,30093.0,1284
Montana,Stillwater,0,% change,30095.0,1286
Montana,Sweet Grass,0,% change,30097.0,1288
Montana,Teton,8.823529411764707,% change,30099.0,1290
Montana,Toole,0,% change,30101.0,1292
Montana,Treasure,0,% change,30103.0,1293
Montana,Valley,0,% change,30105.0,1296
Montana,Wheatland,18.75,% change,30107.0,1298
Montana,Wibaux,0,% change,30109.0,1300
Montana,Yellowstone,0,% change,30111.0,1302
Nebraska,Adams,1400.0,% change,31001.0,1303
Nebraska,Antelope,-100.0,% change,31003.0,1305
Nebraska,Arthur,0,% change,31005.0,1307
Nebraska,Banner,0,% change,31007.0,1308
Nebraska,Blaine,0,% change,31009.0,1309
Nebraska,Boone,0,% change,31011.0,1310
Nebraska,Box Butte,0,% change,31013.0,1315
Nebraska,Boyd,0,% change,31015.0,1317
Nebraska,Brown,0,% change,31017.0,1319
Nebraska,Buffalo,0,% change,31019.0,1321
Nebraska,Burt,0,% change,31021.0,1323
Nebraska,Butler,113.79310344827587,% change,31023.0,1325
Nebraska,Cass,0,% change,31025.0,1326
Nebraska,Cedar,-50.0,% change,31027.0,1329
Nebraska,Chase,0,% change,31029.0,1330
Nebraska,Cherry,0,% change,31031.0,1333
Nebraska,Cheyenne,-100.0,% change,31033.0,1334
Nebraska,Clay,0,% change,31035.0,1336
Nebraska,Colfax,0,% change,31037.0,1338
Nebraska,Cuming,0,% change,31039.0,1340
Nebraska,Custer,183.33333333333331,% change,31041.0,1342
Nebraska,Dakota,-33.33333333333333,% change,31043.0,1344
Nebraska,Dawes,0,% change,31045.0,1347
Nebraska,Dawson,0,% change,31047.0,1349
Nebraska,Deuel,0,% change,31049.0,1351
Nebraska,Dixon,0,% change,31051.0,1353
Nebraska,Dodge,213.0434782608696,% change,31053.0,1354
Nebraska,Douglas,18.11320754716981,% change,31055.0,1358
Nebraska,Dundy,0,% change,31057.0,1360
Nebraska,Fillmore,0,% change,31059.0,1363
Nebraska,Franklin,0,% change,31061.0,1369
Nebraska,Frontier,0,% change,31063.0,1371
Nebraska,Furnas,0,% change,31065.0,1374
Nebraska,Gage,0,% change,31067.0,1378
Nebraska,Garden,0,% change,31069.0,1381
Nebraska,Garfield,0,% change,31071.0,1391
Nebraska,Gosper,0,% change,31073.0,1393
Nebraska,Grant,0,% change,31075.0,1395
Nebraska,Greeley,0,% change,31077.0,1397
Nebraska,Hall,0,% change,31079.0,1402
Nebraska,Hamilton,-60.0,% change,31081.0,1405
Nebraska,Harlan,0,% change,31083.0,1409
Nebraska,Hayes,0,% change,31085.0,1411
Nebraska,Hitchcock,0,% change,31087.0,1414
Nebraska,Holt,0,% change,31089.0,1416
Nebraska,Hooker,0,% change,31091.0,1418
Nebraska,Howard,85.625,% change,31093.0,1311
Nebraska,Jefferson,0,% change,31095.0,1312
Nebraska,Johnson,0,% change,31097.0,1313
Nebraska,Kearney,0,% change,31099.0,1314
Nebraska,Keith,0,% change,31101.0,1316
Nebraska,Keya Paha,0,% change,31103.0,1318
